751.64; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 750.45; 8883.39; 3601.83; 1842.84; 2228.55; 1889.11; 7339.28; 3212.21; 6669.66; 7634.99; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 6967.91; 1590.75; 943.18; 6975.80; 3677.65; 812.43; 5819.78; -399.38; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
751.64; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 750.45; 8883.39; 3601.83; 1842.84; 2228.55; 1889.11; 7339.28; 3212.21; 6669.66; 7634.99; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 6967.91; 1590.75; 943.18; 6975.80; 3677.65; 812.43; 5819.78; 3374.55; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
751.64; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 750.45; 8883.39; 9425.14; 1842.84; 2228.55; 1889.11; 7339.28; 3212.21; 6669.66; 7634.99; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 6967.91; 1590.75; 943.18; 6975.80; 3677.65; 812.43; 5819.78; 3374.55; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
751.64; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 750.45; 8883.39; 9425.14; 1842.84; 2228.55; 1889.11; 7435.04; 3212.21; 6669.66; 7634.99; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 6967.91; 1590.75; 943.18; 6975.80; 3677.65; 812.43; 5819.78; 3374.55; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
751.64; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 1842.84; 8883.39; 9425.14; 1842.84; 2228.55; 1889.11; 7435.04; 3212.21; 6669.66; 7634.99; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 6967.91; 1590.75; 943.18; 6975.80; 3677.65; 812.43; 5819.78; 3374.55; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
751.64; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 1842.84; 8883.39; 9425.14; 1842.84; 2228.55; 1889.11; 7435.04; 3212.21; 6669.66; 7635.15; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 6967.91; 1590.75; 943.18; 6975.80; 3677.65; 812.43; 5819.78; 3374.55; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
751.64; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 1842.84; 8883.39; 9425.14; 1842.84; 2228.55; 1889.11; 7435.04; 3212.21; 6669.66; 7635.15; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 7057.25; 1590.75; 943.18; 6975.80; 3677.65; 812.43; 5819.78; 3374.55; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
751.64; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 1842.84; 8883.39; 9425.14; 1842.84; 2228.55; 1889.11; 7435.04; 3212.21; 6669.66; 7635.15; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 7057.25; 1590.75; 943.18; 8759.25; 3677.65; 812.43; 5819.78; 3374.55; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
1552.86; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 1842.84; 8883.39; 9425.14; 1842.84; 2228.55; 1889.11; 7435.04; 3212.21; 6669.66; 7635.15; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 7057.25; 1590.75; 943.18; 8759.25; 3677.65; 812.43; 5819.78; 3374.55; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
1552.86; 5205.25; 3414.50; 8522.40; 3662.23; 3762.42; 1842.84; 8883.39; 9425.14; 1842.84; 2228.55; 1889.11; 7435.04; 3212.21; 6669.66; 7635.15; 6584.95; 2467.81; 2287.62; 9033.58; 3468.00; 8542.06; 3296.70; 6028.00; 2051.15; 9175.40; 3828.72; 5907.55; 7057.25; 2321.54; 943.18; 8759.25; 3677.65; 812.43; 5819.78; 3374.55; 6119.11; 8659.89; -380.29; 3791.38; 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Best solution: ;
